society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Af13,Ebira,xd190,ebir1243,Ebira,Atlantic-Congo,EA001,1,6-15%,1920,,
Af14,Sherbro,xd191,sher1258,Sherbro,Atlantic-Congo,EA001,1,6-15%,1930,,
Af15,Kpelle,xd192,libe1247,Liberia Kpelle,Mande,EA001,1,6-15%,1920,,
Af22,Itsekiri,xd200,isek1239,Isekiri,Atlantic-Congo,EA001,1,6-15%,1940,,
Af23,Afikpo,xd201,afik1238,Afikpo,Atlantic-Congo,EA001,1,6-15%,1950,with special reference to the village of Mgbom,
Af24,Edo,xd202,bini1246,Bini,Atlantic-Congo,EA001,1,6-15%,1900,,
Af25,Isoko,xd203,isok1239,Isoko,Atlantic-Congo,EA001,1,6-15%,1930,,
Af28,Gbagyi,xd206,gbar1246,Gbari,Atlantic-Congo,EA001,1,6-15%,1910,,
Af4,Yako,xd219,loka1252,Lokaa,Atlantic-Congo,EA001,1,6-15%,1930,,
Af5,Mende,xd230,mend1266,Mende (Sierra Leone),Mande,EA001,1,6-15%,1930,,
Af50,Dan,xd231,gwee1242,Gweetaawu,Mande,EA001,1,6-15%,1920,,
Af51,Gagu,xd232,gagu1242,Gban,Mande,EA001,1,6-15%,1920,,
Af52,Guro,xd233,guro1248,Guro,Mande,EA001,1,6-15%,1920,,
Af53,Tura,xd234,tour1242,Toura (Côte d'Ivoire),Mande,EA001,1,6-15%,1950,,
Af58,Vai,xd239,vaii1241,Vai,Mande,EA001,1,6-15%,1900,,
Af8,Nupe,xd242,nupe1254,Nupe-Nupe-Tako,Atlantic-Congo,EA001,1,6-15%,1930,,
Ag10,Konkomba,xd245,konk1269,Konkomba,Atlantic-Congo,EA001,1,6-15%,1940,,
Ag13,Kasena,xd248,kase1253,Kasem,Atlantic-Congo,EA001,1,6-15%,1910,,
Ag14,Baga,xd249,mbul1258,Mbulungish,Atlantic-Congo,EA001,1,6-15%,1950,,
Ag17,Biafada,xd252,biaf1240,Biafada,Atlantic-Congo,EA001,1,6-15%,1940,,
Ag18,Bijogo,xd253,bidy1244,Kangaki-Kagbaaga-Kajoko Bidyogo,Atlantic-Congo,EA001,1,6-15%,1930,,
Ag19,Diola,xd254,ejam1238,Ejamat,Atlantic-Congo,EA001,1,6-15%,1930,with special reference to the Felup,
Ag2,Mossi (Yatenga),xd255,moss1236,Mossi,Atlantic-Congo,EA001,1,6-15%,1950,"with special reference to Massi (Moshi) of Yatenga; (for those of Ouagadougou, see Ag47)",
Ag21,Bassari,xd257,bass1258,Bassari-Tanda,Atlantic-Congo,EA001,1,6-15%,1910,,
Ag22,Serer,xd258,sere1260,Sereer,Atlantic-Congo,EA001,1,6-15%,1920,with special reference to those of Sine,
Ag23,Kasonke,xd259,xaas1235,Xaasongaxango,Mande,EA001,1,6-15%,1910,,
Ag25,Soninke,xd261,soni1259,Soninke,Mande,EA001,1,6-15%,1900,,
Ag27,Diula,xd263,dyul1238,Dyula,Mande,EA001,1,6-15%,1910,,But the economy is primarily mercantile
Ag28,Nononke,xd264,jena1242,Jenaama Bozo,Mande,EA001,1,6-15%,1930,,"But the Nono subsist mainly by trade, leaving fishing largely to the Bobo, animal husbandry to the Fulani, and agriculture to hired laborers"
Ag29,Samo,xd265,sout2844,Southern Samo,Mande,EA001,1,6-15%,1910,,
Ag31,Minianka,xd268,mama1271,Mamara Senoufo,Atlantic-Congo,EA001,1,6-15%,1910,,
Ag33,Dyan,xd270,dyan1251,Dyan,Atlantic-Congo,EA001,1,6-15%,1920,,
Ag34,Dorosie,xd271,dogo1295,Dogosé,Atlantic-Congo,EA001,1,6-15%,1930,,
Ag35,Kulango,xd272,boun1243,Bouna Kulango,Atlantic-Congo,EA001,1,6-15%,1910,,
Ag36,Lowiili,xd273,sout2790,Southern Birifor,Atlantic-Congo,EA001,1,6-15%,1950,,
Ag4,Tallensi,xd277,taln1239,Talni,Atlantic-Congo,EA001,1,6-15%,1930,Tallensi Tribe,
Ag42,Nunuma,xd280,sout2795,Southern Nuni,Atlantic-Congo,EA001,1,6-15%,1910,,
Ag47,Mossi (Ouagadougou),xd285,moss1236,Mossi,Atlantic-Congo,EA001,1,6-15%,1900,with special reference to those of Ouagadougou (see Ag2 for those of Yatenga),
Ag5,Birifor,xd288,sout2790,Southern Birifor,Atlantic-Congo,EA001,1,6-15%,1930,,
Ag53,Bisa,xd292,biss1248,Bissa,Mande,EA001,1,6-15%,1960,with special reference to those of Garango,
Ag7,Bozo,xd295,tiey1235,Tiéyaxo Bozo,Mande,EA001,1,6-15%,1930,,
Ag9,Malinke,xd297,kita1249,Kita Maninkakan,Mande,EA001,1,6-15%,1930,,
Ah13,Dakakari,xd302,clel1238,C'lela,Atlantic-Congo,EA001,1,6-15%,1930,with special reference to the Liliwa,
Ah16,Angas,xd305,ngas1240,Ngas,Afro-Asiatic,EA001,1,6-15%,1900,,
Ah17,Birom,xd306,bero1242,Berom,Atlantic-Congo,EA001,1,6-15%,1930,,
Ah18,Burmawa,xd307,bogh1241,Boghom,Afro-Asiatic,EA001,1,6-15%,1930,,
Ah21,Kurama,xd311,kura1249,Kurama,Atlantic-Congo,EA001,1,6-15%,1920,,
Ah3,Tiv,xd320,tivv1240,Tiv,Atlantic-Congo,EA001,1,6-15%,1920,Tar of Benue Province,
Ah6,Gure,xd333,gbir1241,Gbiri-Niragu,Atlantic-Congo,EA001,1,6-15%,1920,,
Ah8,Bafute,xd335,vute1244,Vute,Atlantic-Congo,EA001,1,6-15%,1910,,
Ah9,Anaguta,xd336,igut1238,Iguta,Atlantic-Congo,EA001,1,6-15%,1920,,
Ai12,Fali,xd340,sout2782,South Fali,Atlantic-Congo,EA001,1,6-15%,1950,,
Ai21,Bagirmi,xd350,bagi1246,Bagirmi,Central Sudanic,EA001,1,6-15%,1880,,
Ai3,Azande,xd359,zand1248,Zande,Atlantic-Congo,EA001,1,6-15%,1920,,
Ai32,Lugbara,xd362,lugb1240,Lugbara,Central Sudanic,EA001,1,6-15%,1920,,
Ai47,Mao,xd378,hozo1236,Hozo,Blue Nile Mao,EA001,1,6-15%,1939,Northern division,
Ai5,Mamvu,xd379,mamv1243,Mamvu,Central Sudanic,EA001,1,6-15%,1920,,
Ai6,Shilluk,xd380,shil1265,Shilluk,Nilotic,EA001,1,6-15%,1900,Shilluk Kingdom,
Ai7,Gbaya,xd381,nort2775,Northwest Gbaya,Atlantic-Congo,EA001,1,6-15%,1910,,
Ai8,Dilling,xd382,dill1242,Dilling,Nubian,EA001,1,6-15%,1930,,
Aj10,Acholi,xd385,dhop1238,Dhopaluo,Nilotic,EA001,1,6-15%,1920,,
Aj24,Toposa,xd400,topo1242,Toposa,Nilotic,EA001,1,6-15%,1930,,
Aj25,Keyu,xd401,keiy1238,Keiyo,Nilotic,EA001,1,6-15%,1920,,
Ca27,Anfillo,xd434,anfi1235,Anfillo,Ta-Ne-Omotic,EA001,1,6-15%,1930,,
Ca30,Kafa,xd438,kafa1242,Kafa,Ta-Ne-Omotic,EA001,1,6-15%,1890,Kafa Kingdom,
Ca32,Nara,xd440,nara1262,Nara,,EA001,1,6-15%,1860,,
Ca33,Kunama,xd441,kuna1268,Kunama,,EA001,1,6-15%,1860,,
Ca43,Hadendowa,xd452,hade1248,Hadendoa,Afro-Asiatic,EA001,1,6-15%,1930,,
Ca6,Afar,xd454,afar1241,Afar,Afro-Asiatic,EA001,1,6-15%,1880,,
Cb10,Karekare,xd459,kare1348,Karekare,Afro-Asiatic,EA001,1,6-15%,1920,,
Cb13,Habbaniya,xd462,nort3133,North Kordofan Arabic,Afro-Asiatic,EA001,1,6-15%,1930,,
Cb16,Shuwa,xd465,char1283,Chari-Baguirmi,Afro-Asiatic,EA001,1,6-15%,1920,,
Cb19,Kanuri,xd468,cent2050,Central Kanuri,Saharan,EA001,1,6-15%,1870,,
Cb26,Zazzagawa Hausa,xd476,araw1280,Arawa,Afro-Asiatic,EA001,1,6-15%,1950,Zazzagawa of Zaria,
Cb29,Ngizim,xd479,ngiz1242,Ngizim,Afro-Asiatic,EA001,1,6-15%,1920,,
Cb5,Buduma,xd482,budu1265,Buduma,Afro-Asiatic,EA001,1,6-15%,1910,,
Cb7,Bolewa,xd484,nucl1695,Bole,Afro-Asiatic,EA001,1,6-15%,1920,,
Cb9,Hausa Kanawa,xd486,kano1249,Kano,Afro-Asiatic,EA001,1,6-15%,1940,"Hausa, with special reference to the Kanawa",
Cc10,Asben,xd488,taya1257,Tayart Tamajeq,Afro-Asiatic,EA001,1,6-15%,1900,,
Cc11,Azjer,xd489,ghat1242,Ghat,Afro-Asiatic,EA001,1,6-15%,1860,,
Cc14,Daza,xd492,daza1242,Dazaga,Saharan,EA001,1,6-15%,1880,,
Cc9,Tuareg Ahaggar,xd506,hogg1238,Hoggar,Afro-Asiatic,EA001,1,6-15%,1920,Ahaggaren tribe,
Cd5,Shluh,xd523,susi1238,Susiua,Afro-Asiatic,EA001,1,6-15%,1920,with special reference to those of the Grand Atlas Mountains,
Cd8,Shawiya,xd526,tach1249,Chaouia of the Aures,Afro-Asiatic,EA001,1,6-15%,1910,,
Cf3,Tristan da Cunha,xd538,stan1293,English,Indo-European,EA001,1,6-15%,1930,,
Ci12,Abkhaz,xd577,abkh1244,Abkhazian,Abkhaz-Adyge,EA001,1,6-15%,1880,Abkhaz Tribe,
Cj2,Rwala,xd588,east2690,Eastern Egyptian Bedawi Arabic,Afro-Asiatic,EA001,1,6-15%,1920,Unspecified,
Ea10,Marri,xd597,east2304,Eastern Balochi,Indo-European,EA001,1,6-15%,1950,with special reference to the more nomadic groups,
Ea4,Kohistani,xd603,indu1241,Indus Kohistani,Indo-European,EA001,1,6-15%,1950,,
Ec2,Yakut,xd628,yaku1245,Sakha,Turkic,EA001,1,6-15%,1900,with special reference to the Yakutsk district,
Ec5,Koryak,xd633,kory1246,Koryak,Chukotko-Kamchatkan,EA001,1,6-15%,1900,with special reference to the Maritime Koryak,
Ec6,Yukaghir,xd634,nort2745,Northern Yukaghir,Yukaghir,EA001,1,6-15%,1850,Upper Kolyma River,
Ef5,Bhil,xd667,bhil1251,Bhili,Indo-European,EA001,1,6-15%,1900,,
Ef8,Kashmiri,xd670,kash1277,Kashmiri,Indo-European,EA001,1,6-15%,1950,with special reference to the Pandit or Sarasvati Brahmans,But the Pandit themselves do not engage in food production
Eg11,Koya,xd674,koya1251,Koya,Dravidian,EA001,1,6-15%,1960,with special reference to the Gommu Koya,
Eg13,Muria Gond,xd676,west2408,Western Muria,Dravidian,EA001,1,6-15%,1941,Bastar State,
Eg4,Toda,xd680,toda1252,Toda,Dravidian,EA001,1,6-15%,1900,Toda Tribe,
Eg7,Hill Bhuiya,xd683,oriy1255,Odia,Indo-European,EA001,1,6-15%,1930,with special reference to the Pauri or Hill Bhuiya,
Eg8,Kol,xd684,mund1320,Mundari,Austroasiatic,EA001,1,6-15%,1940,,
Eg9,Baiga,xd685,chha1249,Chhattisgarhi,Indo-European,EA001,1,6-15%,1930,,
Eh5,Nicobarese,xd691,carn1240,Car Nicobarese,Austroasiatic,EA001,1,6-15%,1890,Car Nicobar of North Islands,
Ei2,Lhota,xd707,loth1237,Lotha Naga,Sino-Tibetan,EA001,1,6-15%,1920,,
Ei5,Kachin,xd711,kach1280,Southern Jinghpaw,Sino-Tibetan,EA001,1,6-15%,1940,with special reference to the Jinghpaw,
Ei8,Khasi,xd714,khas1269,Khasi,Austroasiatic,EA001,1,6-15%,1900,with special reference to those of the Jaintia Hills,
Ej1,Lamet,xd716,lame1256,Lamet,Austroasiatic,EA001,1,6-15%,1940,"Lamet Tribe, Northwestern Laos",
Ej14,Senoi,xd721,sema1266,Semai,Austroasiatic,EA001,1,6-15%,1960,with special reference to the eastern Semai,
Ej15,Ancient Khmer,xd722,oldk1249,Old Khmer,Austroasiatic,EA001,1,6-15%,1292,with special reference to the city and environs of Angkor Wat in 1292,
Ej2,Mnong Gar,xd724,east2333,Eastern Mnong,Austroasiatic,EA001,1,6-15%,1940,with special reference to the village of Sar Luk,
Ej5,Khmer,xd727,cent1989,Central Khmer,Austroasiatic,EA001,1,6-15%,1950,,
Ej6,Moken,xd728,moke1242,Moken,Austronesian,EA001,1,6-15%,1920,of the Mergui Archipelago,
Ej7,Akha,xd729,akha1245,Akha,Sino-Tibetan,EA001,1,6-15%,1950,,
Ia15,Manobo,xd738,agus1235,Agusan Manobo,Austronesian,EA001,1,6-15%,1920,with special reference to those of the Agusan Valley,
Ia5,Hanunoo,xd745,hanu1241,Hanunoo,Austronesian,EA001,1,6-15%,1950,,
Ic10,Tobelorese,xd760,tobe1252,Tobelo,North Halmahera,EA001,1,6-15%,1910,Tobelo District,
Ic6,Tanimbarese,xd768,sela1259,Selaru,Austronesian,EA001,1,6-15%,1930,,
Ic8,Kei,xd770,keii1239,Kei,Austronesian,EA001,1,6-15%,1890,,
Ie10,Motu,xd786,motu1246,Motu,Austronesian,EA001,1,6-15%,1950,with special reference to the Western Motu,
Ie11,Kakoli,xd787,umbu1258,Umbu-Ungu,Nuclear Trans New Guinea,EA001,1,6-15%,1950,,
Ie13,Kiwai,xd789,sout2949,Southern Kiwai,Kiwaian,EA001,1,6-15%,1920,,
Ie17,Siane,xd793,sian1257,Siane,Nuclear Trans New Guinea,EA001,1,6-15%,1940,,
Ie19,Marind-Amin,xd795,nucl1622,Marind,Anim,EA001,1,6-15%,1910,with special reference to the coastal inhabitants,
Ie20,Koita,xd797,koit1244,Koitabu,Koiarian,EA001,1,6-15%,1900,,
Ie21,Mailu,xd798,mail1248,Mailu,Mailuan,EA001,1,6-15%,1900,,
Ie22,Mekeo,xd799,meke1243,Mekeo,Austronesian,EA001,1,6-15%,1900,,
Ie23,Muju,xd800,sout2940,South Muyu,Nuclear Trans New Guinea,EA001,1,6-15%,1950,,
Ie24,Koiari,xd801,gras1249,Grass Koiari,Koiarian,EA001,1,6-15%,1870,,
Ie26,Ngarawapum,xd803,adze1240,Adzera,Austronesian,EA001,1,6-15%,1940,,
Ie28,Busama,xd805,buga1250,Bugawac,Austronesian,EA001,1,6-15%,1940,,
Ie31,Fore,xd809,fore1270,Fore,Nuclear Trans New Guinea,EA001,1,6-15%,1950,,
Ie37,Star Mountain,xd815,ngal1298,Ngalum,Nuclear Trans New Guinea,EA001,1,6-15%,1960,,
Ie9,Orokaiva,xd823,orok1269,Orokaiva,Nuclear Trans New Guinea,EA001,1,6-15%,1920,,
If17,Marshallese,xd832,rata1243,Ratak,Austronesian,EA001,1,6-15%,1900,with special reference to the island of Jaluit,
If7,Gilbert Onotoa,xd838,nuii1237,Nui,Austronesian,EA001,1,6-15%,1940,with special reference to the inhabitants of Onotoa,
Ig12,Choiseulese,xd844,vagh1249,Vaghua,Austronesian,EA001,1,6-15%,1900,with special reference to the Varisi,
Ig2,Trobriands,xd852,kili1267,Kilivila,Austronesian,EA001,1,6-15%,1910,Kiriwina Island,
Ig3,Kurtatchi,xd855,tinp1237,Tinputz,Austronesian,EA001,1,6-15%,1930,,
Ih14,Mbau Fijians,xd867,bauu1243,Bau (Fijian),Austronesian,EA001,1,6-15%,1840,"Bau Chiefdom, Vanua Levu",
Ih3,Bunlap,xd869,saaa1241,Sa,Austronesian,EA001,1,6-15%,1950,Bunlap Village,
Ih7,Lifu,xd873,dehu1237,Dehu,Austronesian,EA001,1,6-15%,1910,,
Ij5,Raroians,xd894,tuam1242,Tuamotuan,Austronesian,EA001,1,6-15%,1900,,
Ij6,Hawaiians,xd895,hawa1245,Hawaiian,Austronesian,EA001,1,6-15%,1800,,
Na12,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA001,1,6-15%,1950,,
Na14,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,EA001,1,6-15%,1880,,
Na16,Délįne,xd1033,nort2942,North Slavey,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1860,,
Na17,DeneTha,xd1034,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1860,"Lynx Point band, Fort Simpson",
Na20,Kutchin,xd1037,gwic1235,Gwich'in,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1880,with special reference to the Tatlit of Peel River Kutchin,
Na21,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,EA001,1,6-15%,1900,,
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,EA001,1,6-15%,1910,with special reference to the inhabitants of the Egesminde District,
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1870,with special reference to the Iliamna,
Na27,Tahltan,xd1043,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1870,,
Na28,Sekani,xd1044,seka1250,Sekani,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1880,,
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1920,Upper Liard and Dease River Group,
Na40,Ottawa,xd1057,otta1242,Ottawa,Algic,EA001,1,6-15%,1650,,
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,EA001,1,6-15%,1700,Mainland division,
Na42,Potawatomi,xd1059,pota1247,Potawatomi,Algic,EA001,1,6-15%,1760,Prairie Potawatomi,
Na45,Mistissini Cree,xd1062,sout2978,Southern East Cree,Algic,EA001,1,6-15%,1900,,
Na5,Naskapi,xd1063,nask1242,Naskapi,Algic,EA001,1,6-15%,1890,"with special reference to the northern bands (Barren Ground, Ungava, White Whale River)",
Na6,Nunivak,xd1064,kusk1241,General Central Yup'ik,Eskimo-Aleut,EA001,1,6-15%,1930,,
Na7,Attawapiskat Cree,xd1065,swam1239,Swampy Cree,Algic,EA001,1,6-15%,1900,with special reference to the Attawapiskat Swampy Cree,
Na8,Deg Xit'an,xd1066,dege1248,Degexit'an,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1880,Shageluk Village,
Na9,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,EA001,1,6-15%,1830,Unalaska Branch (Eastern Aleut),
Nb10,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1865,,
Nb16,Klallam,xd1075,clal1241,Clallam,Salishan,EA001,1,6-15%,1860,,
Nb18,Quileute,xd1077,quil1240,Quileute,Chimakuan,EA001,1,6-15%,1880,,
Nb2,Twana,xd1079,twan1247,Twana,Salishan,EA001,1,6-15%,1850,Twana Tribe,
Nb21,Coos,xd1081,coos1249,Hanis,Coosan,EA001,1,6-15%,1860,,
Nb22,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,EA001,1,6-15%,1880,with special reference to the Chilkat,
Nb28,Alsea,xd1088,alse1251,Alsea-Yaquina,,EA001,1,6-15%,1860,,
Nb29,Siuslaw,xd1089,sius1254,Siuslaw,,EA001,1,6-15%,1860,,
Ne15,Hidatsa,xd1214,hida1246,Hidatsa,Siouan,EA001,1,6-15%,1860,Hidatsa Village,
Ne17,Kiowa,xd1216,kiow1266,Kiowa,Kiowa-Tanoan,EA001,1,6-15%,1860,,
Ne20,Santee,xd1220,dako1258,Dakota,Siouan,EA001,1,6-15%,1850,,
Ne3,Comanche,xd1222,coma1245,Comanche,Uto-Aztecan,EA001,1,6-15%,1870,Comanche Tribe,
Ne8,Teton,xd1227,lako1247,Lakota,Siouan,EA001,1,6-15%,1870,,
Nf13,Shawnee,xd1233,shaw1249,Shawnee,Algic,EA001,1,6-15%,1820,with special reference to the Kiskopotha band,
Nf3,Omaha,xd1237,omah1248,Omaha,Siouan,EA001,1,6-15%,1850,Omaha Tribe,
Nf5,Wichita,xd1239,wich1260,Wichita,Caddoan,EA001,1,6-15%,1860,,
Nf6,Pawnee,xd1240,pawn1254,Pawnee,Caddoan,EA001,1,6-15%,1867,Skidi Band or subtribe,
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,EA001,1,6-15%,1830,Tama Reservation,
Nf8,Hasinai,xd1242,cadd1256,Caddo,Caddoan,EA001,1,6-15%,1770,,
Ng1,Huron,xd1244,wyan1247,Wyandot,Iroquoian,EA001,1,6-15%,1640,Bear and Cord Subtribes,
Ng10,Seneca,xd1245,sene1264,Seneca,Iroquoian,EA001,1,6-15%,1750,with special reference to the Seneca tribe,
Ng11,Yuchi,xd1246,yuch1247,Yuchi,,EA001,1,6-15%,1750,,
Ng13,Abenaki,xd1248,peno1243,Penobscot,Algic,EA001,1,6-15%,,,
Ng5,Cherokee,xd1254,cher1273,Cherokee,Iroquoian,EA001,1,6-15%,1750,,
Nh10,Isleta,xd1260,sout2961,Southern Tiwa,Kiowa-Tanoan,EA001,1,6-15%,1920,,
Nh12,Santa Ana,xd1262,sant1426,Santa Ana,Keresan,EA001,1,6-15%,1920,,
Nh13,Acoma,xd1263,acom1246,Acoma,Keresan,EA001,1,6-15%,1920,,
Nh14,Laguna,xd1264,acom1246,Acoma,Keresan,EA001,1,6-15%,1920,,
Nh18,Hopi,xd1268,hopi1249,Hopi,Uto-Aztecan,EA001,1,6-15%,1920,Old Oraiibi,
Nh4,Zuni,xd1280,zuni1245,Zuni,,EA001,1,6-15%,1910,Pueblo,
Nh8,Jemez,xd1284,jeme1245,Towa,Kiowa-Tanoan,EA001,1,6-15%,1920,,
Ni1,Tarahumara,xd1286,cent2131,Central Tarahumara,Uto-Aztecan,EA001,1,6-15%,1930,,
Ni3,Huichol,xd1288,huic1243,Huichol,Uto-Aztecan,EA001,1,6-15%,1920,Huichol Tribe,
Nj4,Totonac,xd1303,papa1238,Papantla Totonac,Totonacan,EA001,1,6-15%,1940,,
Sa12,Lenca,xd1312,lenc1242,Lenca-Honduras,Lencan,EA001,1,6-15%,1948,,
Sa4,Emberá,xd1320,nort2972,Northern Emberá,Chocoan,EA001,1,6-15%,1960,with special reference to those of Panama,
Sa5,Bribri,xd1321,brib1243,Bribri,Chibchan,EA001,1,6-15%,1950,,
Sb8,Taíno,xd1333,tain1254,Taino,Arawakan,EA001,1,6-15%,1520,,
Sc10,Lokono,xd1336,araw1276,Lokono,Arawakan,EA001,1,6-15%,1900,,
Sc12,Macushi,xd1338,macu1259,Macushi,Cariban,EA001,1,6-15%,1910,,
Sc14,Rucuyen,xd1340,waya1269,Wayana,Cariban,EA001,1,6-15%,1890,,
Sc15,Taulípang,xd1341,taul1252,Taulipang,Cariban,EA001,1,6-15%,1910,,
Sc4,Guahibo,xd1347,guah1255,Guahibo,Guahiboan,EA001,1,6-15%,1950,with special reference to the non-agricultural groups,
Sc6,Saramaccan ,xd1349,sara1340,Saramaccan,Indo-European,EA001,1,6-15%,1920,Upper Suriname River; Akwa on Morini River,
Sc7,Yabarana,xd1350,yaba1248,Yabarana,Cariban,EA001,1,6-15%,1950,,
Sd1,Munduruku,xd1353,mund1330,Mundurukú,Tupian,EA001,1,6-15%,1950,Cabrura village,
Sd2,Tapirapé,xd1354,tapi1254,Tapirapé,Tupian,EA001,1,6-15%,1930,,
Sd5,Sateré Mawé,xd1357,sate1243,Sateré-Mawé,Tupian,EA001,1,6-15%,1950,,
Sd7,Wai-wai,xd1359,waiw1244,Waiwai,Cariban,EA001,1,6-15%,1950,,
Sd9,Yanomami,xd1361,yano1261,Yanomamö,Yanomamic,EA001,1,6-15%,1965,Shamatari Tribe; Bisaasi-teri,
Se2,Ticuna,xd1366,ticu1245,Ticuna,Ticuna-Yuri,EA001,1,6-15%,1940,,
Se3,Shuar,xd1367,shua1257,Shuar,Chicham,EA001,1,6-15%,1930,,
Se5,Cubeo,xd1369,cube1242,Cubeo,Tucanoan,EA001,1,6-15%,1940,Village on Caduiari River,
Se9,Shipibo-Conibo,xd1373,ship1254,Shipibo-Conibo,Pano-Tacanan,EA001,1,6-15%,1920,,
Sf3,Chachi,xd1376,chac1249,Cha'palaa,Barbacoan,EA001,1,6-15%,1910,Rio Cayapas Basin,
Sf4,U'wa,xd1377,cent2150,Central Tunebo,Chibchan,EA001,1,6-15%,1950,,
Sf5,Páez,xd1378,paez1247,Páez,,EA001,1,6-15%,1900,,
Sg1,Yahgan,xd1383,yama1264,Yámana,,EA001,1,6-15%,1870,Eastern and central,
Sg2,Mapuche,xd1384,mapu1245,Mapudungun,Araucanian,EA001,1,6-15%,1880,Cholchol,
Sg3,Ona,xd1385,onaa1245,Selk'nam,Chonan,EA001,1,6-15%,1880,with special reference to the Shelknam,
Sg5,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,EA001,1,6-15%,1900,with special reference to the southern bands,
Sh7,Guaraní,xd1394,east2555,Eastern Bolivian Guaraní,Tupian,EA001,1,6-15%,1900,,
Si10,Kuikuru,xd1398,kuik1246,Kuikúro-Kalapálo,Cariban,EA001,1,6-15%,1950,,
Sj6,Tenetehara,xd1414,temb1276,Tenetehara,Tupian,EA001,1,6-15%,1930,with special reference to the Guajajara subgroup,
Sj9,Kayapo,xd1417,kaya1330,Kayapó,Nuclear-Macro-Je,EA001,1,6-15%,1950,,
ch27,Veps,xd565,veps1250,Veps,Uralic,EA001,1,6-15%,1900,with special reference to the Petrozavodskij Uezd Veps,
ec14,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA001,1,6-15%,1880,those of South-Eastern Chukotka,
Ag1,Bambara,xd244,bamb1269,Bambara,Mande,EA001,2,16-25%,1920,Segou to Bamako on Niger River,
Ag11,Lobi,xd246,lobi1245,Lobi,Atlantic-Congo,EA001,2,16-25%,1910,,
Ag3,Dogon,xd266,bank1259,Bankan Tey Dogon,Dogon,EA001,2,16-25%,1930,,
Ag32,Senufo,xd269,ceba1235,Cebaara Senoufo,Atlantic-Congo,EA001,2,16-25%,1900,,
Ag8,Coniagui,xd296,wame1240,Wamey,Atlantic-Congo,EA001,2,16-25%,1910,with special reference to the Coniagui,
Ah1,Katab,xd298,kata1265,Katab,Atlantic-Congo,EA001,2,16-25%,1930,Zaria Province,
Ai35,Bongo,xd365,bong1285,Bongo,Central Sudanic,EA001,2,16-25%,1870,,
Aj5,Turkana,xd410,turk1308,Turkana,Nilotic,EA001,2,16-25%,1920,,
Cc12,Ifora,xd490,tadh1242,Tadhaq,Afro-Asiatic,EA001,2,16-25%,1944,,
Cc13,Udalan Tuareg,xd491,timb1263,Timbuktu,Afro-Asiatic,EA001,2,16-25%,1920,,
Cc18,Kunta,xd496,hass1238,Hassaniyya,Afro-Asiatic,EA001,2,16-25%,1910,,
Cc2,Teda,xd498,teda1241,Tedaga,Saharan,EA001,2,16-25%,1950,Nomads of Tibesti,
Cj10,Madan,xd587,meso1252,Gilit Mesopotamian Arabic,Afro-Asiatic,EA001,2,16-25%,1950,with special reference to the village of ech-Chibayish,
Ec1,Nivkh,xd617,gily1242,Nivkh,,EA001,2,16-25%,1920,Sakhalin Island,
Ec7,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,EA001,2,16-25%,1900,Saru Basin in Hokkaido,
Eg14,Reddi,xd677,mukh1238,Mukha-Dora,Dravidian,EA001,2,16-25%,1940,with special reference to those of the Bison Hills,
Eg3,Madia,xd679,mari1414,Maria (India),Dravidian,EA001,2,16-25%,1938,Hill Maria,
Eh7,Antandroy,xd693,tand1256,Tandroy Malagasy,Austronesian,EA001,2,16-25%,1900,,
Ic2,Alorese,xd764,abui1241,Abui,Timor-Alor-Pantar,EA001,2,16-25%,1940,Abui of Atimelang Village,
Ie15,Abelam,xd791,ambu1247,Ambulas,Ndu,EA001,2,16-25%,1930,Kalabu; Northern Abelam,
Ie18,Kimam,xd794,kima1246,Kimaama,Kolopom,EA001,2,16-25%,1940,Bamol Village,
